id,project_code,year_of_subsidy_sanct,state_name,state_code,district_name,district_code,agency,supported_by,beneficiary_name,project_address,current_status,project_cost,amount_sanct,sanction_year,subsidy_ratio,project_size_category
132,CCH12066,2013-14,Himachal Pradesh,2,Shimla,23,MOFPI,,Adani Agri Fresh Ltd.,"Location : Mehndli, Rohru, Distt - Shimla, Himachal Pradesh . Contact Address : Adani House, Plot No 83, Institutional Area, Sector 32, Gurgaon - 122001; Contact Person(s): Mr.Ramanujam-+91-9727833111; Mr.Basant Nayak: +91-9999-310-892; Email: basant.nayak@adani.com",Under Implementation,2630.9,592.82,2013,0.2253297350716485,Very Large (₹10-50 Cr)
133,CCH11054,2013-14,Himachal Pradesh,2,Kullu,20,MOFPI,,Aromatrix Flora Pvt Ltd,"Location : V.P.O Patlikuhl, Tehsil Manali, Dist. Kullu, Himachal Pradesh. Contact Address :4237, B-5/6, Vasant Kunj, New Delhi",Completed,2000.0,975.26,2013,0.48763,Very Large (₹10-50 Cr)
134,CCH11081,2013-14,Himachal Pradesh,2,Shimla,23,MOFPI,,Canvas Integrated Cold Chain,"Location : Shoghi (Shimla) &; Khairthal (Alwar) Contact Address :216, Vikas Deep Building, Plot No. 18, District Center, Laxmi Nagar, New Delhi. Contact Details: Mr.Aloke Bhatnagar,Partner,Ph: +91-9810816047, Email: alokbhatnagar02@gmail.com",Completed,1686.76,742.08,2013,0.4399440347174465,Very Large (₹10-50 Cr)
135,CCH11058,2013-14,Himachal Pradesh,2,Shimla,23,MOFPI,,Dev Bhumi Cold Chain Ltd,"Location : Village Matiana, Tehsil Theog,Dist.- Shimla, Himachal Pradesh. Contact Address : Indraprastha Bhawan, Plot no 17 and 18, New Sabji Mandi, Azadpur, New Delhi. Pin 110033. Azadpur Contact Details: Mr.Sanjay Agarwal,Director,Ph:+91-9810143326, Email:sanjay@devbhumiagri.com""",Completed,1425.0,804.97,2013,0.5648912280701754,Very Large (₹10-50 Cr)
136,CCH12040,2013-14,Himachal Pradesh,2,Sirmaur,24,MOFPI,,Fresh Produce Impex,"Location: Village Ranaghat, PO Shargaon, Sirmaur, Himachal Pradesh. Contact Address : A- 39, Fruit Market Navin Gala Mandi, Sitapur Road, Lucknow - 226020. Contact Person : Ms. Neelam Negi, Ph: +91-9819248884,+91-9821687641 Email: nrnegi@freshproduceimpex.com",Under Implementation,1358.82,241.76,2013,0.17791907684608704,Very Large (₹10-50 Cr)
137,CCH11083,2013-14,Himachal Pradesh,2,Solan,25,MOFPI,,Hillcrest Foods,"Location & Contact Address : Village Bersan, PO Manjholi,Tehsil Nalagarh. Contact Details: Mr.Praveen Diwan: +91-9779925909,Email: hillcrestcoldchain@yahoo.com""",Completed,1560.92,768.67,2013,0.4924467621659021,Very Large (₹10-50 Cr)
138,CCH12062,2013-14,Himachal Pradesh,2,Shimla,23,MOFPI,,Him Fresh Produce Co,"Location : Village Mohal Ghunda, Near Ghumma, Tehsil - Kotkhai, District - Shimla, Himachal Pradesh. Pin - 171202. Contact Address :A-15, Phase-II, Naraina Industrial Area, New Delhi - 110028. Contact Details: Mr. Nimit Aneja,Ph:+91-9810358228, Email: himfreshproducecompany@gmail.com",Under Implementation,1648.73,732.83,2013,0.44448151001073555,Very Large (₹10-50 Cr)
139,CCH12026,2013-14,Himachal Pradesh,2,Solan,25,MOFPI,,Himalaya Cotton Yarn Ltd.,"Location :Plot No.1, Industrial Area Banalgi, Teh. Kasauli, District Solan (H.P.). Contact Details : HO 1162, Sector 7, Panchkula, Haryana.Pin - 134109. Contact Person: Mr. Naishadh B. Desai Ph:+91- 9825113887,+91- 9418001011;Email: himalayanatural@gmail.com,naishadhdesai2003@yahoo.com",Under Implementation,1229.71,0.0,2013,0.0,Very Large (₹10-50 Cr)
140,CCH12061,2013-14,Himachal Pradesh,2,Solan,25,MOFPI,,Paonta Sahib Food Corporation,"Village-Maiyan, Near Bhojnagar, Tehsil & Distt.- Solan (HP).",Under Implementation,1827.14,0.0,2013,0.0,Very Large (₹10-50 Cr)
141,CC/2018-19/610,2017-18,Himachal Pradesh,2,Kullu,20,MOFPI,,Deluxe Integrated Cold Chain Pvt. Ltd.,"Kullu, Himachal Pradesh ",Under Implementation,4000.0,1000.0,2017,0.25,Very Large (₹10-50 Cr)
142,CCH12121,2013-14,Jammu And Kashmir,1,Baramulla,3,MOFPI,,FIL Industries Ltd,"Location : Industrial Area,, Pattan, Baramulla, Sopore, Jammu & Kashmir. Contact Address :H- 88, South Mall, South Extension - I, New Delhi - 110049",Under Implementation,1376.96,681.22,2013,0.4947275156867302,Very Large (₹10-50 Cr)
143,CCH12035,2013-14,Jammu And Kashmir,1,Baramulla,3,MOFPI,,Kachroo Integrated Cold Chain,"Location : Village- Sangrama, Sopore, Distt- Baramulla, Jammu & Kashmir. Contact Address :Opp. S.E.Office, Old Exchange, Sangrama, Sopre; Contact Person: Mr. Ghulam Nabi Kachroo 9868106546, 9999243555; Email: kiccsangrama@gmail.com",Under Implementation,1426.45,750.0,2013,0.5257807844649304,Very Large (₹10-50 Cr)
144,CCH12027,2013-14,Jammu And Kashmir,1,Pulwama,11,MOFPI,,Mir Agro Industries,"Location/MPC : Industrial growth Centre, Lassipora, Dist - Pulwana, J &amp; K, Contact Address :Darul Iftikhar, Krala Pora, Hawal - 190011, Srinagar. Contact Person: Mr. Nisar Ali Mir Ph: +91-9811118824; Email: info@miragroindustries.com",Under Implementation,1594.31,690.99,2013,0.43341006454202763,Very Large (₹10-50 Cr)
145,CC/2017-18/141,2017-18,Jammu And Kashmir,1,Srinagar,13,MOFPI,,Hyacinth Product,"Srinagar, Jammu & Kashmir",Under Implementation,789.0,339.0,2017,0.4296577946768061,Large (₹5-10 Cr)
146,CC/2017-18/176,2017-18,Jammu And Kashmir,1,Pulwama,11,MOFPI,,Khyber Agro Farms Pvt. Ltd.,Pulwama,Under Implementation,1026.0,600.0,2017,0.5847953216374269,Very Large (₹10-50 Cr)
147,CCH11091,2013-14,Karnataka,29,Bengaluru Rural,526,MOFPI,,Atharvass Traders Pvt. Ltd,"Location : KIADB Industrial Area, Dobbaspet, Nelamngala taluk, Bangalore Rural Dist. Contact Address :No. 71, Surya Residency, 6th A cross, A R Extension, Gandhinagar, Pin - 560009. Contact Details: Mr. Sachin Narayan: +91- 9845445454, Email: sachinnarayan.blv@gmail.com",Under Implementation,2861.0,750.0,2013,0.26214610276127226,Very Large (₹10-50 Cr)
148,CCH12065,2013-14,Karnataka,29,Belagavi,527,MOFPI,,Basweshwar Industry,"Location 1 :Plot No 37, kakati Industrial Area, Belgaum Karnataka.Pin, 591113. Location 2 : Plot No 37, KIADB Industrial Area, Bijapur - 586104, Karnataka. Contact Address : Plot No 37, kakati Industrial Area, Belgaum Karnataka.",Completed,1820.0,779.6,2013,0.42835164835164835,Very Large (₹10-50 Cr)
149,CCH11064,2013-14,Karnataka,29,Kolar,542,MOFPI,,Innova Agri Bio Park Ltd,"Location: No.308, B-12, Phase III, KIAD Industrial Area, Malur, Kolar, Karnataka. Contact Details: Mr.B.Balaji: +91-8498053490, Email raobb@innovapark.in",Completed,1535.0,336.25,2013,0.21905537459283386,Very Large (₹10-50 Cr)
150,CCH12028,2013-14,Karnataka,29,Belagavi,527,MOFPI,,Vijaykant Dairy & Food Products Ltd.,"Location : Neginhal, Bailhongal Taluka, Belagaum, Karnataka. Pin - 591102. Contact Address :Neginhal Village, Bailhongal, Belgaum District, Karnataka",Under Implementation,955.0,210.0,2013,0.2198952879581152,Large (₹5-10 Cr)
151,CC/2017-18/127,2017-18,Karnataka,29,Ramanagara,631,MOFPI,,Dairy Classic Ice Creams Private Limited,"Ramnagar, Karnataka",Under Implementation,2971.0,1000.0,2017,0.3365870077415012,Very Large (₹10-50 Cr)
152,CC/2017-18/182,2017-18,Karnataka,29,Udupi,549,MOFPI,,Malpefresh Marine Export Pvt. Ltd.,"Udipi, Karnataka",Completed,2500.0,437.0,2017,0.1748,Very Large (₹10-50 Cr)
153,CC/2017-18/117,2017-18,Karnataka,29,Bengaluru Urban,525,MOFPI,,Namdhari Animal Genetics Pvt. Ltd,"Bengaluru, Karnataka",Under Implementation,1727.0,449.0,2017,0.259988419224088,Very Large (₹10-50 Cr)
154,CC/2017-18/134,2017-18,Karnataka,29,Uttara Kannada,550,MOFPI,,Sri Krishna Milks Pvt. Ltd.,"Uttar Kannada, Karnataka",Under Implementation,1876.0,567.0,2017,0.30223880597014924,Very Large (₹10-50 Cr)
155,CC/2018-19/324,2018-19,Karnataka,29,Ramanagara,631,MOFPI,,BAMUL,"Ramnagara, Karnataka",Under Implementation,4945.0,876.0,2018,0.17714863498483316,Very Large (₹10-50 Cr)
156,CC/2018-19/440,2018-19,Karnataka,29,Chikkamagaluru,532,MOFPI,,Coffee Day Global Ltd.,"Chikkamagaluru, Karnataka",Under Implementation,3205.0,952.0,2018,0.2970358814352574,Very Large (₹10-50 Cr)
157,CCH11063,2013-14,Kerala,32,Pathanamthitta,564,MOFPI,,Inkal Ventures Pvt Ltd,"Location : Vill. Enadimangalam, Taluk Adoor, Pathanamthitta, Kerala. Contact Address :33/1773, Shanz Complex, NH By Pass Road, Vennala Post, Kochi-680028. Contact Person: Mr.Prasad: 99952-21000, Email: prasad.nair@inkal.in",Under Implementation,2264.2,155.32,2013,0.0685981803727586,Very Large (₹10-50 Cr)
158,CCH11087,2013-14,Kerala,32,Alappuzha,554,MOFPI,,SH Cold Storage Pvt Ltd,"Location : S.F. No. 956, 957, Thekkampatti Village, Mettupalayam Taluka, Mettupalyam. Contact Address :SF No. 43/G/2/1 Near kealtron Road, Aroor- 688534 Contact Details: Mr.AKS Saravanan: +91-9344921999, Email:aks.saravanan@gmail.com",Under Implementation,2397.14,697.72,2013,0.2910635173581852,Very Large (₹10-50 Cr)
159,CC/2017-18/118,2017-18,Kerala,32,Ernakulam,555,MOFPI,,Abad Fisheries Pvt. Ltd.,"Kochi, Kerala",Under Implementation,1036.0,301.0,2017,0.2905405405405405,Very Large (₹10-50 Cr)
160,CC/2017-18/175,2017-18,Kerala,32,Alappuzha,554,MOFPI,,Sun Aquatic Products Pvt. Ltd.,"Alappuzha, Kerala",Under Implementation,2731.0,1000.0,2017,0.3661662394727206,Very Large (₹10-50 Cr)
161,CCH12029,2013-14,Madhya Pradesh,23,Jabalpur,411,MOFPI,,Bhanu Farms Limited,"Location : Ghunsor Village, Shahpura, jabalpur, Madhya Pradesh, Pin - 483119. Contact address : 31, Chowringhee Road, BFL Hall ; Anderson Building, Kolkata - 700016. Contact Details: Dr. R. Shyam Rungta,033-22174353, 9007666111,info@bhanufarms.com",Completed,3950.0,948.0,2013,0.24,Very Large (₹10-50 Cr)
162,CCH12071,2013-14,Madhya Pradesh,23,Jabalpur,411,MOFPI,,Brij Dairy & Beverages,"Location : Kosmi Industrial Area, Village Kosmi, Betual, Madhya Pradesh Contact Details :Kailasptai Compound Udyog Nagar, Lodhipura Road, Burhanpur- MP. Contact Address:Mr.Pradeep Kedia: +91-8462069999; Email:brijnb@gmail.com",Under Implementation,806.09,76.01,2013,0.09429468173529011,Large (₹5-10 Cr)
163,CCH12092,2013-14,Madhya Pradesh,23,Jabalpur,411,MOFPI,,Om Agro Products,"Location : Vill.- Bheeta, Tehsil- Shapura, Jabalpur-MP. Contact Details: ""Mrs.Chandrika Patel, +91-9617772411, +91761- 2830367, Email: kirit_patel@omagroindia.com""",Under Implementation,1722.44,335.9,2013,0.19501404983627874,Very Large (₹10-50 Cr)
164,CCH12190,2013-14,Madhya Pradesh,23,Jhabua,412,MOFPI,,Shree Uttam Food Products Pvt. Ltd.,"201, surya Darshan, 7, white Church colony, Indore",Under Implementation,2975.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
165,CCH12007,2013-14,Maharashtra,27,Wardha,498,MOFPI,,B.Y Agro & Infra Pvt. Ltd,"Location : Village Sindhivihri, Tehsil- Karanja (G), Wardha, Maharashtra. Contact Address :House No. 917, Queeta Colony, Lakadganj Layout, Nagpur. Pin 440008 Contact Details: Hasan Shafiq: +91-9823034461,Email:byagroinfra@yahoo.in",Completed,2858.0,724.8,2013,0.2536039188243527,Very Large (₹10-50 Cr)
166,CCH12046,2013-14,Maharashtra,27,Pune,490,MOFPI,,Baramati Agro Limited,"Location : Village - katewadi, Taluka Baramati, Pune, Maharashtra. Contact Address :A/P Pimpali, Tal. Baramati, Maharashtra. Contact Details: Mr. Kore Subhash 9922946377;Email: subhash.kore@baramatiagro.com""",Completed,911.0,388.6,2013,0.4265642151481888,Large (₹5-10 Cr)
167,CCH12005,2013-14,Maharashtra,27,Raigarh,386,MOFPI,,Blue Fin Frozen Foods Pvt. Ltd.,"Location :Plot No. L-72, Taloja MIDC, District Raigad, Maharashtra. Contact Details: Mr.S.D. Puranik Ph:9323145222; Email: bluefinfrozenfoods@gmail.com",Completed,2545.6,616.27,2013,0.24209223758642365,Very Large (₹10-50 Cr)
168,CCH12090,2013-14,Maharashtra,27,Raigarh,386,MOFPI,,Cold Star Logistics Pvt. Ltd.,"Location: Village- Palaspe, Tal- Panvel, Distt.- Raigarh, Navi Mumbai, Maharashtra.Pin - 410221. Contact Details: Capt Anand Aryamane,Director:9820504595, 9820436842,Email: coldstar@coldstarlogistics.com,",Under Implementation,2326.4,750.0,2013,0.32238651994497936,Very Large (₹10-50 Cr)
169,CCH12076,2013-14,Maharashtra,27,Thane,497,MOFPI,,D J Exports Pvt. Ltd.,"Location : C- 494, MIDC, TTC, TI, Dist - Thane, Maharashtra. Contact Address :B-11, Gujranwala Town, Part-1, Ring Road- 110009, Delhi. Contact Details: Mr. Jitender Lohani,- Ph-+91-9811048834; Email: info@djgroup.co.in, jitender@djgroup.co.in;",Under Implementation,1831.38,457.64,2013,0.24988806255392107,Very Large (₹10-50 Cr)
170,CCH12049,2013-14,Maharashtra,27,Raigarh,386,MOFPI,,Elaf Cold Storage,"Location: MIDC, Taloja Industrial Area, panvel, Raigad.( MH). Contact Address :10A Klassic Tower, B - Wing, Dr. A. R. Nair Road, Mumbai. Contact Person: Mr. Imtiaz Mehta -Ph:+91- 9820-522-800, Email: coldstorage@eemehtagroup.com",Under Implementation,1755.75,571.7,2013,0.3256158336893066,Very Large (₹10-50 Cr)
171,CCH12077,2013-14,Maharashtra,27,Mumbai,482,MOFPI,,Forstar Frozen Food Pvt. Ltd.,"Location : Taloja , MIDC, Navi Mumbai Contact address :505 A, Galleria, Hiranandani Gardens, A.S Marg, Powai, Mumbai - 400076. Contact Details : ""Mr. Dilip Parasnis,09870689002,dilip@forstarfoods.com""",Completed,3668.0,990.0,2013,0.26990185387131954,Very Large (₹10-50 Cr)
172,CCH11008,2013-14,Maharashtra,27,Nashik,487,MOFPI,,Freshtrop Fruits Ltd.,"Location :Malegaon, Nasik- 423203, Maharashtra. Contact Address : A-603, Shapath IV, S.G. Road,Ahmedabad-380051. Contact Details: Ashok Motiani, .079-66527060 Fax No.66527069, Emaiashok@freshtrop.com",Completed,3275.0,847.01,2013,0.25862900763358776,Very Large (₹10-50 Cr)
173,CCH12063,2013-14,Maharashtra,27,Nagpur,484,MOFPI,,Global Foods,"Location : Village Masada, Kampthi Taluka, District Nagpur, Maharashtra. Contact Address : F8-A, 1st Floor, Achraj Towers II, Chhindwara Road, Chhaoni, Nagpur - 440013.",Under Implementation,2427.94,242.09,2013,0.09971004225804592,Very Large (₹10-50 Cr)
174,CCH12172,2013-14,Maharashtra,27,Nashik,487,MOFPI,,Gonglu Agro Private Limited,"Village Jaitapur, Taluka Chandwad, District Nashik, Maharashtra",Under Implementation,2519.39,0.0,2013,0.0,Very Large (₹10-50 Cr)
175,CCH12011,2013-14,Maharashtra,27,Nagpur,484,MOFPI,,Haldiram Foods International Ltd.,"Location; Contact Details : Gumthala, PH.No.23 Tehshil, Kamptee, Dist. Nagpur. Contact Person: Mr.V.S.Rao, Director, +91-917122681, Email:sushil@haldirams.com;",Under Implementation,2880.0,750.0,2013,0.2604166666666667,Very Large (₹10-50 Cr)
176,CCH12036,2013-14,Maharashtra,27,Pune,490,MOFPI,,Indapur Dairy & Milk Products Ltd.,"Location:Gokhali, Post- Indapur, Baramati Road, Dist - Pune, Maharastra. Conatct Address : Sonai Dudh, Mouja - Gokhali, Taluka Indapur, Dist - Pune, Pine 413106, Maharastrapur. Contact Details: Mr. Praveen Dasharath Mane, Ph: +91-9923-200-100,Email: sonai.dudh@yahoo.co.in;",Under Implementation,1602.85,537.92,2013,0.3356022085659918,Very Large (₹10-50 Cr)
177,CCH12048,2013-14,Maharashtra,27,Pune,490,MOFPI,,Mhetre Food Pvt. Ltd.,"Location : Gat no 70/1 &amp;amp;; 70/2, Nandur Industrial Area, Nandur, Post - Sahajpur, Daund, Dist. Pune, Maharashtra. Contact Person : Mr. Dilip D. Mhetre,Ph:+91-9422-312-503, +91-9422-312-502 Email:dilip@mhetrepackaging.com,mhetrefoods@gmail.com, Contact Address :499, Sahajpur, Pune, Solapur Highway, Tal. Daund, District Pune, Maharashtra",Under Implementation,1250.54,360.01,2013,0.28788363426999536,Very Large (₹10-50 Cr)
178,CCH12044,2013-14,Maharashtra,27,Nashik,487,MOFPI,,Omni Fresh Agro,"Location : 681/2, Village - Chinchkhed, Tal - Dhindori, Nashik, Maharashtra. Pin - 422202. Contact Address :Opp. Reliance Petrol Pump, N.H.No.3, Mumbai-Agra Road, Pimpalgaon (B), District Nashik, Maharashtra, Pin -422209 Contact Details: Mr. Tarun Thakkar : Ph +91-9960-614-000 Email: smthakkar@gmail.com;",Under Implementation,1659.42,428.81,2013,0.2584095647876969,Very Large (₹10-50 Cr)
179,CCH11074,2013-14,Maharashtra,27,Raigarh,386,MOFPI,,Saastha Warehousing Ltd,"Location : Raigad, Maharastra. Contact Address :No. 207, Pujit Plaza, Sector - 11, CBD Belpur, Navi Mumbai. Contact Details:",Completed,4281.22,921.43,2013,0.21522603370067409,Very Large (₹10-50 Cr)
180,CCH12043,2013-14,Maharashtra,27,Nashik,487,MOFPI,,Saikrupa Industries,"Location : Gat No.555, Songaon, Post Saikheda, Tal, Niphad, District Nashik, Maharashtra. Contact Address : Gat No.555, Songaon, Post Saikheda, Tal, Niphad, District Nashik, Maharashtra; Contact Person:Mr. Ashok Avhad; Ph: +91-7208003579;Email:saikrupaindustries7@gmail.com;",Under Implementation,544.1,154.99,2013,0.2848557250505422,Large (₹5-10 Cr)
181,CCH12030,2013-14,Maharashtra,27,Nashik,487,MOFPI,,Satec Envir Engineering(I) Pvt. Ltd.,"Location : Gat No . 133, Tal - Dindori, Distt- Nashik, Maharashtra. Contact Address :Fairlink Center, 601/602, 6th Floor, B- Wing, Near Monginis Factory, Office link Road, Andhere, Mumbai. Contact Person: Mr.Amar Prakash Agarwal, Ph: +91-9821-620-171;Email:amaragarwal@satec.co.in",Under Implementation,2262.22,0.0,2013,0.0,Very Large (₹10-50 Cr)
182,CCH11089,2013-14,Maharashtra,27,Mumbai,482,MOFPI,,Savla Foods & Cold Storage Pvt Ltd,"Location : Plot D- 514, TTC Industrial Area, MIDC Turbhe, Navi Mumbai- 400703. Contact Details: Mr.Vivek Savla,+91-9820133266, Email:vivek@savla.com""",Completed,2700.0,720.27,2013,0.26676666666666665,Very Large (₹10-50 Cr)
183,CCH12032,2013-14,Maharashtra,27,Sangli,493,MOFPI,,Shivtirth Dairy & Agro Producers Company Ltd.,"Location :Village- Itkare, Taluka- Walwa, Dist Sangli, Maharashtra. Contact Details : Village- Itkare, Taluka- Walwa, Dist Sangli, Maharashtra. Contact Person: Mr. Shankar Patil: +91-9011-099-630 Email: shivtirth.dairy@rediffmail.com;",Under Implementation,820.22,65.64,2013,0.08002730974616566,Large (₹5-10 Cr)
184,CCH12047,2013-14,Maharashtra,27,Ahmednagar,466,MOFPI,,Sunfresh Agro Industries pvt. Ltd.,"Location : Ranjankhol, District : Ahmednagar, Maharastra. Contact Address :Gat No.121/4 to 121/10 Ranjankhol, Post Tilaknagar,Taluka Rahata, District Ahmednagar, Maharashtra. Contact details: Mr. Kishore;+91-9763487777;Email: cmdzprabhat@gmail.com""",Completed,4617.92,965.26,2013,0.20902484235326727,Very Large (₹10-50 Cr)
185,CCH12098,2013-14,Maharashtra,27,Satara,494,MOFPI,,Swaraj India Industries Ltd.,"Location: S.No. 406, Post Surwadi, Village- Nimbhore, Tahsil Phalton,Dist.-Satara MH.",Under Implementation,2621.0,250.0,2013,0.09538344143456697,Very Large (₹10-50 Cr)
186,CCH12041,2013-14,Maharashtra,27,Pune,490,MOFPI,,Tirupati Balaji Agro Products Pvt Ltd.,"Location: Gat No. 471/72, Village- Someshwarnagar (Nimbut), Tal. Baramati District Pune, Maharashtra. Contact Address : Someshwarnagar (Nimbut), Tal. Baramati District Pune, Maharashtra.",Under Implementation,5041.03,197.51,2013,0.03918048494057762,Mega (>₹50 Cr)
187,CCH12079,2013-14,Maharashtra,27,Satara,494,MOFPI,,Vaish Vik Foods Pvt. Ltd.,"Location: 340/1 & 2, A/P-Wing, TI- Khandala, Distt. Satara, MH Contact Address :S No. 166, Pune Sinhgad Road, Nanded Phata, Pune - 411041, Maharashtra.",Under Implementation,2652.64,246.25,2013,0.09283204656493155,Very Large (₹10-50 Cr)
188,CCH11077,2013-14,Maharashtra,27,Solapur,496,MOFPI,,Warana Dairy & Agro Industry,"Location : MIDC, Industrial Area Jamgaon, Barshi, Dist.- Sholapur,Maharastra. Contact Address: Tatyasaheb Kore Nagar, PO Warananagar,Tal. Panhala.",Completed,4331.0,914.8,2013,0.21122142692218887,Very Large (₹10-50 Cr)
189,CCH12093,2013-14,Maharashtra,27,Pune,490,MOFPI,,Western Hills Foods Limited,"Location : Gat No 483,Thorandale, Tal - Ambegaon, Pune. Contact Address :109, 1st Floor, Wakefield House, Sprott Road, Ballard Estate, Fort, Mumbai - 400001, Maharastra. Contact Person: Mr.Parag Hande: +91-888-888-7720, Email: parag@whfl.in",Under Implementation,2096.0,575.73,2013,0.2746803435114504,Very Large (₹10-50 Cr)
190,CCH12187,2013-14,Maharashtra,27,Raigarh,386,MOFPI,,Western Superfresh Corporation,"51, Micasa, Central Avenue, Santacruz, Mumbai",Under Implementation,3870.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
191,CC/2017-18/192,2017-18,Maharashtra,27,Pune,490,MOFPI,,Ananth Dudh Pvt. Ltd.,"Pune, Maharashtra",Under Implementation,2741.0,725.0,2017,0.2645020065669464,Very Large (₹10-50 Cr)
192,CC/2017-18/158,2017-18,Maharashtra,27,Raigarh,386,MOFPI,,Balmer Lawrie & Co. Ltd.,"Raigad, Maharashtra",Under Implementation,5727.0,746.0,2017,0.13026017111925964,Mega (>₹50 Cr)
193,CC/2017-18/132,2017-18,Maharashtra,27,Nagpur,484,MOFPI,,Farmico Cold Storage Ltd.,"Nagpur, Maharashtra",Under Implementation,3129.0,783.0,2017,0.25023969319271333,Very Large (₹10-50 Cr)
194,CC/2018-19/213,2017-18,Maharashtra,27,Pune,490,MOFPI,,Fortune Dairy Industries Pvt. Ltd.,"Pune, Maharashtra",Under Implementation,3181.0,746.0,2017,0.23451744734360264,Very Large (₹10-50 Cr)
195,CC/2018-19/217,2017-18,Maharashtra,27,Nagpur,484,MOFPI,,Icee Box Integrated Cold Chain,"Nagpur, Maharashtra",Under Implementation,1426.0,303.0,2017,0.21248246844319776,Very Large (₹10-50 Cr)
196,CC?2017-18/183,2017-18,Maharashtra,27,Latur,481,MOFPI,,Kisan Mitra Cold Storage Pvt. Ltd.,"Latur, Maharashtra",Under Implementation,1745.0,400.0,2017,0.22922636103151864,Very Large (₹10-50 Cr)
197,CC/2017-18/116,2017-18,Maharashtra,27,Mumbai,482,MOFPI,,Kool Solutions India Pvt. Ltd.,"Mumbai, Maharashtra",Under Implementation,6330.0,942.0,2017,0.14881516587677726,Mega (>₹50 Cr)
198,CC/2017-18/174,2017-18,Maharashtra,27,Solapur,496,MOFPI,,Manganga Dairy Industries,"Solapur, Maharashtra",Under Implementation,531.0,17.1,2017,0.03220338983050848,Large (₹5-10 Cr)
199,CC/2017-18/124,2017-18,Maharashtra,27,Pune,490,MOFPI,,Nature Delight Dairy & Dairy Products Pvt. Ltd.,"Pune, Maharashtra",Completed,3374.0,954.0,2017,0.2827504445761707,Very Large (₹10-50 Cr)
200,CC/2017-18/172,2017-18,Maharashtra,27,Satara,494,MOFPI,,P.D. Shah & Sons Cold Storage Pvt. Ltd.,Satara,Under Implementation,2279.0,488.0,2017,0.21412900394910048,Very Large (₹10-50 Cr)
201,CC/2017-18/153,2017-18,Maharashtra,27,Ahmednagar,466,MOFPI,,Prabhat Dairy Ltd.,Ahmednagar,Completed,2648.0,996.0,2017,0.37613293051359514,Very Large (₹10-50 Cr)
202,CC/2017-18/171,2017-18,Maharashtra,27,Thane,497,MOFPI,,RGA Fresh Fruits Pvt. Ltd.,"Thane, Maharashtra",Under Implementation,3574.0,826.0,2017,0.2311135982092893,Very Large (₹10-50 Cr)
203,CC/2017-18/164,2017-18,Maharashtra,27,Solapur,496,MOFPI,,Royal Cold Chain,"Solapur, Maharashtra",Under Implementation,2749.0,586.0,2017,0.2131684248817752,Very Large (₹10-50 Cr)
